,%buffered,Buffered:,Mis en mémoire-tampon :,Gebufferde:,Buffered:,مخزنة:,Սահմանել բուֆեր:,Буфериран:,緩衝中：,缓冲：,Pufrovaný:,Gebufferd:,Puhverdatud:,Buffered:,ρυθμιστικό:,बफ़र्ड:,Pufferelt:,Biðminni:,Terbuffer:,Bufferizzato:,バッファリングの進行状況：,버퍼,Īslaicīgā atmiņā:,Užkrautas:,Zachowane w pamięci:,Armazenado em área de memória temporária,Armazenado em área de memória temporária,Буферизованный:,Pufrovaný:,Almacenado en memoria intermedia:,บัฟเฟอร์:,Arabelleklenen:,Завантажено у буфер обміну:,Buffered:
Share widget,%favourite,Favourite,Lien préféré,Gunsteling,Pijet,المفضل,հովանավորյալ,Любими,最愛,喜爱,Oblíbené,Favoriet,Lemmik,Favorit,Αγαπημένα,पसंदीदा,Kedvencek,Uppáhalds,Favorit,Preferito,お気に入り,누나 찾아서 병원에,Vēlamā saite,Mėgstamas,Ulubione,Favoritos,Favoritos,Фавориты,Obľúbené,Favorito,โปรด,Favori,Улюблене,Được yêu thích nhất
,%email,Email,Courriel,Stuur \'n e-pos aan,Email,البريد الإلكتروني,Էլեկտրոնային փոստ,Мейл,電子郵件,电釉,Emailová,E-mail,E-post,E-Mail,E-mail,ईमेल,Email,Email,Email,E-mail,メール,이메일,e-pasts,El. paštas,Email,Correio eletrônico,Correio eletrônico,E-mail,E-mail,Correo electrónico,อีเมล์,E-posta,Електронна пошта,Email
,%share-text,Share this page,Partagez cette page,Deel hierdie bladsy,Share këtë faqe,مشاركة هذه الصفحة,Կիսում այս էջը,Споделете тази страница,分享此頁,分享该页面,Sdílet tuto stránku,Deel deze pagina met anderen,Jaga seda lehekülge,Teilen Sie diese Seite,Κοινή χρήση αυτής της σελίδας,शेयर इस पन्ने,Oldal megosztása,Deila þessari síðu,Bagi halaman ini,Condividi questa pagina,このページを共有する,이 페이지를 공유,Ieteikt šo lapu,Dalintis,Prześlij tę stronę,Compartilhar esta página,Compartilhar esta página,Поделиться ссылкой на страницу,Zdieľať túto stránku,Compartir esta página,ส่งหน้านี้ให้,Bu sayfayı paylaş,Поділитися цією сторінкою,Chia sẻ trang này
,%share-hint, with {s} , avec {s} , met {s} , me {s} , مع {s} , հետ {s} , с {s} ,與{s},与{s}, s {s} , met {s} , koos {s} , mit {s} , με {s} ,{s} के साथ, a {s} , með {s} , dengan {s} , con {s} ,{s}と,{s} 로 , ar {s} , su {s} , do {s} , com {s} , com {s} , с {s} , s {s} , con {s} ,ด้วย {s} , ile {s} , з {s} , với {s} 
,%share-email-subject,Interesting page,Page qui est intéressante,Interessante bladsy,Faqe interesante,صفحة مثيرة للاهتمام,Հետաքրքիր էջ,Интересни страница,有興趣的網頁,有趣的页面,Zajímavá stránka,Interessante pagina,Huvitav lehekülg,Interessante Seite,Ενδιαφέρουσες σελίδα,दिलचस्प पेज,Érdekes oldal,Áhugavert síða,Halaman menarik,Pagina interessante,注目のページ,흥미 페이지,Interesanta lapa,Įdomus puslapis,Interesująca strona,Página interessante,Página interessante,Интересные страницы,Zaujímavá stránka,Página de interés,หน้าที่น่าสนใจ,İlginç sayfa,Цікава сторінка,Thú vị trang
,%share-email-body,I thought you might find this page interesting:\n{t} ({u}),J\'espère que cette page vous intéresse :\n{t} ({u}),Ek het gedink jy kan hierdie bladsy interessant vind:\n{t} ({u}),Mendova se ju mund të gjeni këtë faqe interesante:\n{t} ({u}),أعتقد أنك قد تجد هذه الصفحة مثيرة للاهتمام:\n{t} ({u}),"Ես մտածեցի, որ դուք կարող եք գտնել այս էջը հետաքրքիր:\n{t} ({u})","Мислех, че може да намери тази страница интересно:\n{t} ({u})",我想你對此網頁可能有興趣\n{t}{u},我认为您也许觉得这个页面不错\n{t}{u},"Myslel jsem, že byste mohli najít na tuto stránku zajímavé:\n{t} ({u})",Misschien vindt u deze pagina interessant,"Ma arvasin, et sa leiad selle lehekülje huvitava olevat:\n{t} ({u})",Vielleicht haben Sie diese Seite interessant:\n{t} ({u}),Νόμιζα ότι μπορείτε θα μπορούσε να βρείτε αυτό το τη σελίδα ενδιαφέρουσα:\n{t} ({u}),मैंने सोचा था कि आप इस पेज दिलचस्प मिल सकता है:\n{t} ({u}),"Arra gondoltam, ez az oldal érdekes lehet az ön számára:\n{t} ({u})",Ég hélt að þú gætir fundið þessa síðu áhugavert:\n{t} ({u}),Ho pensato che si potrebbe trovare interessante questa pagina:\n{t} ({u}),Ho pensato che vi potrebbe interessare questa pagina:\n{t} ({u}),おすすめのページ：\n{t} ({u}),당신이이 페이지가 재미있을 거라고 생각:\n{t} ({u}),Šī lapa var jūs interesēt:\n{t} ({u}),"Manau, kad Jums patiks šis puslapis:\n{t} ({u})",Wydaje mi się że ta strona może cię zainteresować:\n{t} ({u}),Espero que esta página seja do seu interesse:\n{t} ({u}),Espero que esta página seja do seu interesse:\n{t} ({u}),"Надеюсь, эта страница покажется вам интересной:\n{t} ({u})","Myslel som, že by ste mohli nájsť na túto stránku zaujímavé:\n{t} ({u})",Pienso que te podría interesar esta página:\n{t} ({u}),ฉันคิดว่าคุณอาจพบหน้านี้ที่น่าสนใจ:\n{t} ({u}),Bu sayfayı ilginç bulacağını düşünüyorum:\n{t} ({u}),"Гадаємо, що ви зацікавитеся цією сторінкою:\n{t} ({u})",Tôi nghĩ rằng bạn có thể tìm thấy trang này thú vị:\n{t} ({u})
,%share-fav-title,(bookmark this page),(ajouter cette page à vos signets),(Bookmark hierdie bladsy),(Bookmark këtë faqe),(إشارة مرجعية هذه الصفحة),(Գրանցել այս էջն),(Запомнете тази страница),（收藏此頁）,（收藏此页）,(oblíbené stránky),(bookmark deze pagina),(järjehoidja see lehekülg),(Bookmark auf diese Seite),(Σελιδοδείκτη αυτή τη σελίδα),(इस पृष्ठ को बुकमार्क),(könyvjelzőt ezt az oldalt),(bókamerki þessa síðu),(bookmark halaman ini),(Aggiungi ai preferiti),（ブックマークに登録する）,(이 페이지를 즐겨 찾기에),(grāmatzīmi šo lapu),(bookmark šį puslapį),(zaznacz tę stronę),(marcar esta página),(salvar esta página),(закладку на этой странице),(obľúbené stránky),(marcar página como favorita),(บุ๊คมาร์คหน้านี้),(bu sayfa imi),(закладку на цій сторінці),(đánh dấu trang này)
,%share-manual,Please close this dialog and press Ctrl-D to bookmark this page.,S\'il vous plaît fermer ce dialogue et appuyer sur Ctrl-D pour ajouter cette page à vos signets.,Asseblief hierdie dialoog sluit en Ctrl-D druk om hierdie bladsy te boekmerk.,Ju lutemi ti mbyllni këtë dialog dhe shtypni Ctrl-D të bookmark këtë faqe.,الرجاء إغلاق هذا الحوار واضغط على Ctrl-D المرجعية لهذه الصفحة.,Փակցնելուց առաջ խնդրում ենք փակիր այս երկխոսությունը եւ սեղմել Ctrl-D: Ինչպես Գրանցել այս էջն իմ.,"Моля, затворете този диалогов прозорец и натиснете Ctrl-D Запомнете тази страница.",關閉對話框，並用Ctrl-D標記此頁。,请关闭对话框，并按Ctrl-D收藏此页面。,"Prosím, zavřete tento dialog a stiskněte Ctrl-D na záložku této stránky.",Gelieve dit dialoogvenster te sluiten en met Ctrl-D te bewaren,Palun sule see akne ja vajuta Ctrl-D märgistamaks seda lehekülge,"Bitte schließen Sie diesen Dialog und drücken Sie Strg-D, um diese Seite einzurichten.",Παρακαλείστε να κλείστε αυτό το παράθυρο διαλόγου και πιέστε το πλήκτρο Ctrl-D για να σελιδοδείκτη αυτή τη σελίδα.,इस संवाद को बंद करें और प्रेस Ctrl-D इस पृष्ठ को बुकमार्क करें.,"Kérem, zárja be ezt az ablakot és a könyvjelzőhöz nyomja meg a Ctrl+D-t.",Lokaðu þessum glugga og ýta á Ctrl-D til bókamerki þessa síðu.,Silakan tutup dialog ini dan tekan Ctrl-D untuk menyimpan.,Si prega di chiudere questa finestra di dialogo e premere Ctrl-D per aggiungere questa pagina ai preferiti.,ブックマークに登録するには、このダイアログを閉じて「Ctrl＋D」を押してください。,이 대화 상자를 닫고이 페이지를 즐겨 찾기에 추가 Ctrl 키를-D를 누르십시오.,"Lūdzu aizveriet šo dialogu un spiediet Ctrl+D, lai pievienotu grāmatzīmi.",Prašome uždaryti dialogą ir spausti  Ctrl-D pažymėti puslapį.,Proszę zamknąć to okienko i nacisnąć Ctrl-D aby zaznaczyć te stronę.,Favor fechar este diálogo e teclar Ctrl+D para adicionar esta página aos seus favoritos.,Favor fechar este diálogo e teclar Ctrl+D para adicionar esta página aos seus favoritos.,"Пожалуйста, закройте это окно и нажмите Ctrl-D чтобы добавить эту страницу.","Prosím, zatvorte tento dialóg a stlačte Ctrl-D na záložku tejto stránky.",Cierre esta notificación y presione Ctrl-D para marcar esta página como favorita.,กรุณาปิดกล่องโต้ตอบนี้และกดปุ่ม Ctrl-D เพื่อบุ๊คมาร์คหน้านี้.,Lütfen bu diyaloğu kapatıp Ctrl-D ye basarak sayfayı kaydediniz.,"Будь ласка, закрийте це вікно та натисніть Ctrl-D щоб додати цю сторінку.",Vui lòng đóng hộp thoại này và nhấn Ctrl-D để đánh dấu trang này.
,%share-showall,Show all ({n}),Tous montrer ({n}),Toon alle  ({n}),Trego të gjitha ({n}),عرض كل ({n}),Ցուցադրել բոլորը ({n}),Виж всички ({n}),顯示全部{n},展示全部{n},Zobrazit všechny ({n}),Toon alles ({n}),Näita kõiki ({n}),Alle anzeigen ({n}),Εμφάνιση όλων ({n}),सभी दिखाएं ({n}),Mutassa mindet - Mutassa mind a {n}-t,Sýna allt ({n}),Tampilkan semua ({n}),Mostra tutto ({n}),({n})をすべて表示,모두 ({n}) 표시,Rādīt visu ({n}),Rodyti visus ({n}),Pokaż wszystko ({n}),Mostrar tudo ({n}),Mostrar tudo ({n}),Показать все ({п}),Zobraziť všetky ({n}),Mostrar todo ({п}),แสดงทั้งหมด ({n}),Tümünü göster ({n}),Показати все ({п}),Hiển thị tất cả ({n})
,%share-showall-title,All bookmarking sites,Tout les sites de mise en signet,Alle boekmerkwebwerf webwerwe,Të gjitha faqet bookmarking,جميع مواقع ارتباطك,Բոլոր ճանապարհները կայքեր,Всички Маркиране на сайтове,所有書籤網站,所有收藏的页面,Všechny bookmarking stránky,Alle bookmark sites,Kõik märgitud leheküljed,Alle bookmarking sites,Όλα bookmarking περιοχές,सभी साइटों को बुकमार्क,Az összes könyvjelzős oldal,Allar bókamerki staður,Semua halaman yang disimpan,Tutti i preferiti,ブックマークサイト一覧,모든 북마크 사이트,Visas atzīmējamās lapas,Visos žymės,Wszystkie strony w zakładkach,Todas as páginas salvas nos favoritos,Todas as páginas salvas em favoritos,Все закладки сайтов,Všetky bookmarking stránky,Todos los sitios marcados como favoritos,เว็บไซต์บุ๊คมาร์คทั้งหมด,Kaydedilmiş tüm sayfalar,Всі додані сайти,Tất cả dấu các trang web
,%share-disclaimer,No endorsement of any products or services is expressed or implied.,"Aucun appui n’est accordé, soit de façon expresse ou tacite, à aucun produit ou service.",Geen endossement van enige produkte of dienste is uitgedruk of geரliseer,Asnjë miratimi i ndonjë produkteve apo shërbimeve është shprehur apo të nënkuptuar,وأعرب عن تأييد أي أي منتجات أو خدمات أو ضمنية.,Ոչ հաստատում որեւէ արտադրանքի կամ ծառայությունների արտահայտված կամ ենթադրվող.,"Липса на одобрение на продукти или услуги, изрични или подразбиращи се",沒有明示或暗示保證代言任何產品或服務。,没有代言的任何产品或服务的明示或暗示的保证。,Č. schválení jakýchkoli výrobků nebo služeb je vyjádřené nebo předpokládané.,Er wordt hier geen goedkeuring van producten of diensten uitgedrukt.,Ei toetust mistahes tooteid või teenuseid on väljendatud või kaudseid.,Keine Unterstützung von Produkten oder Dienstleistungen ausdrücklich oder stillschweigend.,Δεν οπισθογράφηση των οποιωνδήποτε τα προϊόντα ή υπηρεσίες αυτών δεν εκφράζονται ή σιωπηρή.,किसी भी उत्पाद या सेवाओं की कोई समर्थन व्यक्त या निहित,I jóváhagyását olyan termékek vagy szolgáltatások kifejezett vagy hallgatólagos.,Engin áritun allar vörur eða þjónustu er gefið eða gefið í skyn.,Tidak ada dukungan dari produk atau jasa yang tersurat maupun tersi,Nessuna approvazione di prodotti o servizi è espressa o implicita,製品またはサービスを推薦／保証するものではありません。,제품이나 서비스의 어떠한 보증을 표현하거나 암시합니다.,Neviena jebkuru produktu vai pakalpojumu apstiprināšanu vai ietverta.,Išreikštų ar numanomų ne bet kokius produktus ar paslaugas įrašas.,Nie wyrażamy bezposrednio lub pośrednio poparcia dla żadnych produktów ani usług.,Não endosso de quaisquer produtos ou serviços é expressa ou implícita,"Nenhum endosso, expresso ou implícito, é concedido a quaisquer produtos ou serviços","Нет одобрение любых продуктов или услуг, выраженных или подразумеваемых.",Č schválenie akýchkoľvek výrobkov alebo služieb je vyjadrené alebo predpokladané.,No implica la promoción ni recomendación de ningún producto o servicio.,รับรองของผลิตภัณฑ์หรือบริการใด ๆ จะไม่มีการแสดงหรือโดยนัย.,Herhangi bir ürün veya hizmet yok onaylandığı ifade ya da ima edilir.,"Ні схвалення будь-яких продуктів або послуг, виражених або припущених.",Không có chứng thực của bất kỳ sản phẩm hoặc dịch vụ được thể hiện hay ngụ ý.
Form validation,%form-not-submitted,The form could not be submitted because,Le formulaire n\'a pu être soumis car,"Die vorm kon nie voorgel꡷ord nie, want ",Formulari nuk mund të paraqitet për shkak,لا يمكن أن تقدم على شكل ل,"Ձեւը չի կարող ներկայացվել, քանի որ ","Форма не могат да се подават, тъй като",本表格不能傳送因為,表格无法提交，因为,"Formulář nelze předloženy, protože",Het formulier kon niet worden verwerkt omdat,Ankeeti ei saa esitada kuna,"Das Formular konnte nicht vorgelegt werden, da","Το έντυπο θα μπορούσε να να δεν που υποβάλλονται, επειδή",फार्म प्रस्तुत नहीं किया जा सका क्योंकि,Az adatokat nem lehet elküldeni mert,Eyðublaðið var ekki hægt að skila því,Il modulo non poteva essere presentata in quanto,Non è stato possibile inviare il modulo in quanto,フォームを送信できませんでした。原因：,양식을 제출 할 수 없습니다 때문에,"Formu nav iespējams iesniegt, jo","Formos pateikti negalima, nes","Nie można było wysłać formularza, ponieważ",O formulário não pode ser submetido porque,O formulário não pode ser submetido porque,"Формы не могут быть представлены, потому что","Formulár nemožno predložené, pretože",El formulario no pudo ser enviado debido a,รูปแบบไม่สามารถส่งเพราะ,"Form gönderilemiyor, çünkü","Неможливо подати форму через те, що",Dạng không thể được nộp bởi vì
,%errors-found,errors were found.,erreurs ont été trouvées.,foute is gevind nie.,gabime u gjetën.,تم العثور على أخطاء.,սխալներ չեն հայտնաբերվել.,бяха открити грешки.,內有錯誤。,找到错误。,chyby byly nalezeny.,er zijn fouten opgetreden.,vead leitud.,Fehler gefunden wurden.,τα σφάλματα βρέθηκαν.,त्रुटियों पाया गया.,hibák léptek fel.,villur fundust.,error ditemukan.,errori sono stati trovati.,複数のエラーが見つかりました。,오류가 발견되었습니다.,tika atrastas kļūdas.,rastos klaidos.,znaleziono błędy,erros encontrados.,foram encontrados erros.,были обнаружены ошибки.,chyby boli nájdené.,errores encontrados.,พบข้อผิดพลาด.,hatalar bulundu.,знайдено помилки.,lỗi đã được tìm thấy.
,%error-found,error was found.,erreur a été trouvée.,fout gevind word.,gabim u gjet.,تم العثور على خطأ.,սխալ է գտնվել.,грешка е намерен.,出現錯誤。,找到错误。,chyba byla nalezena.,er is een fout opgetreden.,viga leitud.,Fehler festgestellt wurde.,σφάλμα ήταν που βρέθηκαν.,त्रुटि पाया गया था.,hiba lépett fel.,villa fannst.,error ditemukan.,errore è stato trovato.,エラーが見つかりました。,오류가 발견되었습니다.,tika atrasta kļūda.,rasta klaida.,znaleziono błąd,erro encontrado.,foi encontrado um erro.,была обнаружена ошибка.,chyba bola nájdená.,error encontrado.,ข้อผิดพลาดที่พบ.,hata bulundu.,знайдено помилку.,lỗi đã được tìm thấy.
Date picker,%datepicker-hide,Hide calendar,Masquer le calendrier,Steek kalender,Hide kalendar,إخفاء التقويم,Թաքցնել Օրացույց,Скриване на календара,隱藏行事曆,隐藏日历,Skrýt kalendář,Kalender verbergen,Peida kalender,Ausblenden Kalender,Απόκρυψη ημερολόγιο,कैलेंडर छिपाएँ,A naptár elrejtése,Fela dagatal,Sembunyikan kalender,Nascondi calendario,カレンダーを非表示,캘린더 숨기기,Slēpt kalendāru,Slėpti kalendorių,Ukryj kalendarz,Ocultar o calendário,Ocultar o calendário,Скрыть календарь,Skryť kalendár,Ocultar calendario,ซ่อนปฏิทิน,Takvimi gizle,Сховати календар,Ẩn lịch
,%datepicker-show,Pick a date from a calendar for field:,Sélectionner une date à partir d\'un calendrier pour le champ:,Kies \'n datum van \'n kalender vir die veld:,Zgjidh një datë nga një kalendar për fushën:,اختيار تاريخ من التقويم لحقل:,Ընտրեք ամսաթիվը ից Օրացույց ոլորտում:,Изберете дата от календара за областта:,選擇一個日期：,从日历选择一个日期：,Vyberte datum z kalendáře pro pole:,Kies een kalenderdatum voor het veld:,Vali kuupäev kalendrist:,Wählen Sie ein Datum aus einem Kalender für das Feld:,Επιλέξτε μια ημερομηνία από το ημερολόγιο για τον τομέα:,कैलेंडर से क्षेत्र के लिए एक तारीख उठाओ,Válasszon egy dátumot a naptárból:,Veldu dagsetningu af dagatali fyrir akur:,Pilih satu tanggal pada kalender:,Scegli una data da un calendario per il campo:,カレンダーから日付を選択：,필드에 달력에서 날짜를 선택:,Izvēlēties datumu no kalendāra lauka:,Pasirinkti datą iš kalendoriaus:,Proszę wybrać datę z kalendarza:,Selecionar uma data de um calendário para o campo:,Selecionar uma data de um calendário para o campo:,Выберите дату из календаря для поля:,Vyberte dátum z kalendára pre pole,Escoger una fecha de un calendario para el campo:,เลือกวันที่จากปฏิทินสำหรับเขต,Alan için takvimden bir tarih seçiniz:,Оберіть дату в календарі:,Chọn một ngày từ lịch cho lĩnh vực:
,%datepicker-selected,Selected,Sélectionné,Gekies,I zgjedhur,مختار,Նյութերի բազա,Подбран,選擇,选中,Vybraný,Geselecteerd,Valitud,Ausgewählt,Επιλεγμένα,चयनित,Kijelölt,Valin,Sudah dipilih,Selezionato,選択済み,선택된,Atlasīts,Atrinkta,Wybrany,Selecionado,Selecionado,Выбранный,Vybraný,Seleccionado,เลือก,Seçilmiş,Вибрано,Chọn
Calendar,%calendar-weekDayNames-1,Sunday,Dimanche,Sondag,E diel,الأحد,Կիրակի,Неделя,星期天,星期天,Neděle,Zondag,Pühapäev,Sonntag,Κυριακή,रविवार,Vasárnap,Sunnudagur,Minggu,Domenica,日曜日,일요일,Pirmdiena,Sekmadienis,Niedziela,Domingo,Domingo,Воскресенье,Nedeľa,Domingo,วันอาทิตย์,Pazar,Неділя,Chủ Nhật
,%calendar-weekDayNames-2,Monday,Lundi,Maandag,E hënë,يوم الاثنين,Երկուշաբթի,Понеделник,星期一,星期一,Pondělí,Maandag,Esmaspäev,Montag,Δευτέρα,सोमवार,Hétfő,Mánudagur,Senin,Lunedi,月曜日,월요일,Otrdiena,Pirmadienis,Poniedziałek,Segunda-feira,Segunda-feira,Понедельник,Pondelok,Lunes,วันจันทร์,Pazartesi,Понеділок,Thứ Hai
,%calendar-weekDayNames-3,Tuesday,Mardi,Dinsdag,E martë,الثلاثاء,Երեքշաբթի,Вторник,星期二,星期二,Úterý,Dinsdag,Teisipäev,Dienstag,Τρίτη,मंगलवार,Kedd,Þriðjudagur,Selasa,Martedì,火曜日,화요일,Trešdiena,Antradienis,Wtorek,Terça-feira,Terça-feira,Вторник,Utorok,Martes,วันอังคาร,Salı,Вівторок,Thứ ba
,%calendar-weekDayNames-4,Wednesday,Mercredi,Woensdag,E mërkurë,الأربعاء,Չորեքշաբթի,Сряда,星期三,星期三,Středa,Woensdag,Kolmapäev,Mittwoch,Τετάρτη,बुधवार,Szerda,Miðvikudagur,Rabu,Mercoledì,水曜日,수요일,Ceturtdiena,Trečiadienis,Środa,Quarta-feira,Quarta-feira,Среда,Streda,Miércoles,วันพุธ,Çarşamba,Середа,Thứ tư
,%calendar-weekDayNames-5,Thursday,Jeudi,Donderdag,E enjte,الخميس,Հինգշաբթի,Четвъртък,星期四,星期四,Čtvrtek,Donderdag,Neljapäev,Donnerstag,Πέμπτη,बृहस्पतिवार,Csütörtök,Fimmtudagur,Kamis,Giovedi,木曜日,목요일,Piektdiena,Ketvirtadienis,Czwartek,Quinta-feira,Quinta-feira,Четверг,Štvrtok,Jueves,วันพฤหัสบดี,Perşembe,Четвер,Thứ năm
,%calendar-weekDayNames-6,Friday,Vendredi,Vrydag,E premte,الجمعة,Ուրբաթ,Петък,星期五,星期五,Pátek,Vrijdag,Reede,Freitag,Παρασκευή,शुक्रवार,Péntek,Föstudagur,Jum\'at,Venerdì,金曜日,금요일,Sestdiena,Penktadienis,Piątek,Sexta-feira,Sexta-feira,Пятница,Piatok,Viernes,วันศุกร์,Cuma,П’ятниця,Thứ sáu
,%calendar-weekDayNames-7,Saturday,Samedi,Saterdag,E shtunë,السبت,Շաբաթ,Събота,星期六,星期六,Sobota,Zaterdag,Laupäev,Samstag,Σάββατο,शनिवार,Szombat,Laugardagur,Sabtu,Sabato,土曜日,토요일,Svētdiena,Šeštadienis,Sobota,Sábado,Sábado,Суббота,Sobota,Sábado,วันเสาร์,Cumartesi,Субота,Thứ bảy
,%calendar-monthNames-1,January,Janvier,Januarie,Janar,يناير,Հունվար,Януари,一月,一月,Leden,Januari,Jaanuar,Januar,Ιανουάριος,जनवरी,Január,Janúar,Januari,Gennaio,1月,1월,Janvāris,Sausis,Styczeń,Janeiro,Janeiro,Январь,Január,Enero,มกราคม,Ocak,Січень,Tháng một
,%calendar-monthNames-2,February,Février,Februarie,Shkurt,فبراير,Փետրվար,Февруари,二月,二月,Únor,Februari,Veebruar,Februar,Φεβρουάριος,फरवरी,Február,Febrúar,Februari,Febbraio,2月,2월,Februāris,Vasaris,Luty,Fevereiro,Fevereiro,Февраль,Február,Febrero,กุมภาพันธ์,Şubat,Лютий,Tháng Hai
,%calendar-monthNames-3,March,Mars,Maart,Mars,مسيرة,Մարտ,Март,三月,三月,Březen,Maart,Märts,März,Μάρτιος,मार्च,Március,Mars,Maret,Marzo,3月,행진,Marts,Kovas,Marzec,Março,Março,Март,Marec,Marzo,มีนาคม,Mart,Березень,Biên giới
,%calendar-monthNames-4,April,Avril,April,Prill,أبريل,Ապրիլ,Април,四月,四月,Duben,April,Aprill,April,Απρίλιος,अप्रैल,Április,Apríl,April,Aprile,4月,4월,Aprīlis,Balandis,Kwiecień,Abril,Abril,Апрель,Apríl,Abril,เมษายน,Nisan,Квітень,Tháng Tư
,%calendar-monthNames-5,May,Mai,Mei,Mund,قد,Մայիս,Май,五月,五月,Květen,Mei,Mai,Mai,Μάιος,मई,Május,Maí,Mei,Maggio,5月,할 수있다,Maijs,Gegužė,Maj,Maio,Maio,Май,Máj,Mayo,พฤษภาคม,Mayıs,Травень,May
,%calendar-monthNames-6,June,Juin,Junie,Qershor,يونيو,Հունիս,Юни,六月,六月,Červen,Juni,Juuni,Juni,Ιούνιος,जून,Június,Júní,Juni,Giugno,6月,6월,Jūnijs,Birželis,Czerwiec,Junho,Junho,Июнь,Jún,Junio,มิถุนายน,Haziran,Червень,Tháng Sáu
,%calendar-monthNames-7,July,Juillet,Julie,Korrik,يوليو,Հուլիս,Юли,七月,七月,Červenec,Juli,Juuli,Juli,Ιούλιος,जुलाई,Július,Júlí,Juli,Luglio,7月,7월,Jūlijs,Liepa,Lipiec,Julho,Julho,Июль,Júl,Julio,กรกฎาคม,Temmuz,Липень,Tháng Bảy
,%calendar-monthNames-8,August,Août,Augustus,Gusht,أغسطس,Օգոստոս,Август,八月,八月,Srpen,Augustus,August,August,Αύγουστος,अगस्त,Augusztus,Ágúst,Agustus,Agosto,8月,위엄있는,Augusts,Rugpjūtis,Sierpień,Agosto,Agosto,Август,August,Agosto,สิงหาคม,Ağustos,Серпень,Oai phong
,%calendar-monthNames-9,September,Septembre,September,Shtator,سبتمبر,Սեպտեմբեր,Септември,九月,九月,Září,September,September,September,Σεπτέμβριος,सितंबर,Szeptember,September,September,Settembre,9月,9월,Septembris,Rugsėjis,Wrzesień,Setembro,Setembro,Сентябрь,Septembra,Septiembre,กันยายน,Eylül,Вересень,Tháng Chín
,%calendar-monthNames-10,October,Octobre,Oktober,Tetor,أكتوبر,Հոկտեմբեր,Октомври,十月,十月,Říjen,Oktober,Oktoober,Oktober,Οκτώβριος,अक्टूबर,Október,Október,Oktober,Ottobre,10月,10월,Octobris,Spalis,Październik,Outubro,Outubro,Октябрь,Október,Octubre,ตุลาคม,Ekim,Жовтень,Tháng Mười
,%calendar-monthNames-11,November,Novembre,November,Nëntor,نوفمبر,Նոյեմբեր,Ноември,十一月,十一月,Listopad,November,November,November,Νοέμβριος,नवंबर,November,Nóvember,November,Novembre,11月,11월,Novembris,Lapkritis,Listopad,Novembro,Novembro,Ноябрь,November,Noviembre,พฤศจิกายน,Kasım,Листопад,Tháng mười một
,%calendar-monthNames-12,December,Décembre,Desember,Dhjetor,ديسمبر,Դեկտեմբեր,Декември,十二月,十二月,Prosinec,December,Detsember,Dezember,Δεκέμβριος,दिसंबर,December,Desember,Desember,Dicembre,12月,12월,Decembris,Gruodis,Grudzień,Dezembro,Dezembro,Декабрь,December,Diciembre,ธันวาคม,Aralık,Грудень,Tháng mười hai
,%calendar-currentDay,(Current day),(Jour courrant),(Huidige dag),(Dita aktual),(اليوم الحالي),(Ընթացիկ օր),(Текущия ден),現在日期,当天,(Aktuální den),(Vandaag),(tänane päev),(Aktueller Tag),(Τρέχουσα ημέρα),(वर्तमान दिन),(Mai nap),(Núverandi dag),Hari ini,(Giorno attuale),（今日）,(현재 일),(Šodien),(Šiandien),(Bieżący dzień),(hoje),(hoje),(Текущий день),(Aktuálny deň),(hoy),(วันที่ปัจจุบัน),(Geçerli gün),(Поточний день),(Ngày hiện tại)
,%calendar-goToLink,"Go to<span class=""wb-invisible""> month of year</span>","Aller au<span class=""wb-invisible""> mois de l\'année</span>","Gaan na<span class=""wb-invisible""> maand van die jaar</span>","Shko tek<span class=""wb-invisible""> muaji të vitit</span>","<span class=""wb-invisible"">انتقل إلى الشهر </span>من العام","Գնալ<span class=""wb-invisible""> ամսվա տարվա</span>","Отиди на<span class=""wb-invisible""> месец на годината</span>","轉到<span class=""wb-invisible"">月份的一年</span>","转到<span class=""wb-invisible"">月份的一年</span>","Přejít na<span class=""wb-invisible""> měsíc roku</span>","Ga naar<span class=""wb-invisible""> de maand of het jaar</span>","Mine<span class=""wb-invisible""> sellele kuule aastas</span>","Gehe zu<span class=""wb-invisible""> Monat des Jahres</span>","Πηγαίνετε στο<span class=""wb-invisible""> μήνα του έτους</span>","<span class=""wb-invisible"">वर्ष के महीने के लिए </span>जाओ","Ugrás<span class=""wb-invisible""> erre a hónapra</span>","Fara í<span class=""wb-invisible""> mánuð á ári</span>","Pilih<span class=""invisible""> bulan dan tahun</span>","Vai ad un<span class=""wb-invisible""> mese dell\'anno</span>","<span class=""wb-invisible"">月</span>に移動","<span class=""wb-invisible"">년 개월</span>로 이동","Iet uz<span class=""wb-invisible""> gada mēnesi</span>","Eiti į<span class=""wb-invisible""> mėnesius</span>","Idź do<span class=""wb-invisible""> miesiąca w roku</span>","Ir para o<span class=""wb-invisible""> mês do ano</span>","Ir para o<span class=""wb-invisible""> mês do ano</span>","Перейти к<span class=""wb-invisible""> месяцу года</span>","Prejsť na<span class=""wb-invisible"">  mesiac roka</span>","Ir a<span class=""wb-invisible""> mes del año</span>","ไป<span class=""wb-invisible"">เดือนของปี</span>","<span class=""wb-invisible"">Yılın ayına </span>Git","Перейти до<span class=""wb-invisible""> місяця року</span>",Tới tháng trong năm
